"from"	"to"	"Metabolite"
"ENSG00000068366"	"ENSG00000106648"	"m1258"
"ENSG00000068366"	"ENSG00000109586"	"m1258"
"ENSG00000068366"	"ENSG00000110328"	"m1258"
"ENSG00000068366"	"ENSG00000115339"	"m1258"
"ENSG00000068366"	"ENSG00000119514"	"m1258"
"ENSG00000068366"	"ENSG00000130035"	"m1258"
"ENSG00000068366"	"ENSG00000131386"	"m1258"
"ENSG00000068366"	"ENSG00000136542"	"m1258"
"ENSG00000068366"	"ENSG00000139629"	"m1258"
"ENSG00000068366"	"ENSG00000141429"	"m1258"
"ENSG00000068366"	"ENSG00000143641"	"m1258"
"ENSG00000068366"	"ENSG00000144278"	"m1258"
"ENSG00000068366"	"ENSG00000158089"	"m1258"
"ENSG00000068366"	"ENSG00000164574"	"m1258"
"ENSG00000068366"	"ENSG00000174473"	"m1258"
"ENSG00000068366"	"ENSG00000178234"	"m1258"
"ENSG00000068366"	"ENSG00000182870"	"m1258"
"ENSG00000068366"	"ENSG00000185274"	"m1258"
"ENSG00000068366"	"ENSG00000257594"	"m1258"
"ENSG00000068366"	"ENSG00000259075"	"m1258"
"ENSG00000068366"	"ENSG00000120563"	"m1258"
"ENSG00000068366"	"ENSG00000174876"	"m1258"
"ENSG00000068366"	"ENSG00000187733"	"m1258"
"ENSG00000068366"	"ENSG00000237763"	"m1258"
"ENSG00000068366"	"ENSG00000240038"	"m1258"
"ENSG00000068366"	"ENSG00000243480"	"m1258"
"ENSG00000068366"	"ENSG00000099624 and ENSG00000110955 and ENSG00000116459 and ENSG00000124172 and ENSG00000135390 and ENSG00000152234 and ENSG00000154518 and ENSG00000154723 and ENSG00000156411 and ENSG00000159199 and ENSG00000165629 and ENSG00000167283 and ENSG00000167863 and ENSG00000169020 and ENSG00000173915 and ENSG00000198899 and ENSG00000228253 and ENSG00000241468 and ENSG00000241837"	"m1258"
"ENSG00000068366"	"ENSG00000069535"	"m1258"
"ENSG00000068366"	"ENSG00000189221"	"m1258"
"ENSG00000064763"	"ENSG00000135929"	"m1258"
"ENSG00000064763"	"ENSG00000084453 and ENSG00000111700"	"m1258"
"ENSG00000064763"	"ENSG00000057252"	"m1258"
"ENSG00000064763"	"ENSG00000167780"	"m1258"
"ENSG00000064763"	"ENSG00000100626"	"m1258"
"ENSG00000064763"	"ENSG00000106648"	"m1258"
"ENSG00000064763"	"ENSG00000109586"	"m1258"
"ENSG00000064763"	"ENSG00000110328"	"m1258"
"ENSG00000064763"	"ENSG00000115339"	"m1258"
"ENSG00000064763"	"ENSG00000119514"	"m1258"
"ENSG00000064763"	"ENSG00000130035"	"m1258"
"ENSG00000064763"	"ENSG00000131386"	"m1258"
"ENSG00000064763"	"ENSG00000136542"	"m1258"
"ENSG00000064763"	"ENSG00000139629"	"m1258"
"ENSG00000064763"	"ENSG00000141429"	"m1258"
"ENSG00000064763"	"ENSG00000143641"	"m1258"
"ENSG00000064763"	"ENSG00000144278"	"m1258"
"ENSG00000064763"	"ENSG00000158089"	"m1258"
"ENSG00000064763"	"ENSG00000164574"	"m1258"
"ENSG00000064763"	"ENSG00000174473"	"m1258"
"ENSG00000064763"	"ENSG00000178234"	"m1258"
"ENSG00000064763"	"ENSG00000182870"	"m1258"
"ENSG00000064763"	"ENSG00000185274"	"m1258"
"ENSG00000064763"	"ENSG00000257594"	"m1258"
"ENSG00000064763"	"ENSG00000259075"	"m1258"
"ENSG00000064763"	"ENSG00000120563"	"m1258"
"ENSG00000064763"	"ENSG00000174876"	"m1258"
"ENSG00000064763"	"ENSG00000187733"	"m1258"
"ENSG00000064763"	"ENSG00000237763"	"m1258"
"ENSG00000064763"	"ENSG00000240038"	"m1258"
"ENSG00000064763"	"ENSG00000243480"	"m1258"
"ENSG00000064763"	"ENSG00000099624 and ENSG00000110955 and ENSG00000116459 and ENSG00000124172 and ENSG00000135390 and ENSG00000152234 and ENSG00000154518 and ENSG00000154723 and ENSG00000156411 and ENSG00000159199 and ENSG00000165629 and ENSG00000167283 and ENSG00000167863 and ENSG00000169020 and ENSG00000173915 and ENSG00000198899 and ENSG00000228253 and ENSG00000241468 and ENSG00000241837"	"m1258"
"ENSG00000064763"	"ENSG00000069535"	"m1258"
"ENSG00000064763"	"ENSG00000189221"	"m1258"
"ENSG00000103064"	"ENSG00000087008"	"m1271"
"ENSG00000103064"	"ENSG00000161533"	"m1271"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000103064"	"m1278"
"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000103257"	"m1278"
"ENSG00000070731"	"ENSG00000012779"	"m128"
"ENSG00000103257"	"ENSG00000060971 and ENSG00000167306"	"m1283"
"ENSG00000103257"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"m1284"
"ENSG00000172508"	"ENSG00000103064"	"m1287"
"ENSG00000172508"	"ENSG00000103257"	"m1287"
"ENSG00000060971"	"ENSG00000137204"	"m1289"
"ENSG00000060971"	"ENSG00000149452"	"m1289"
"ENSG00000060971"	"ENSG00000197901"	"m1289"
"ENSG00000049239"	"ENSG00000100522"	"m1293"
"ENSG00000049239"	"ENSG00000162688"	"m1293"
"ENSG00000184999"	"ENSG00000012779"	"m130"
"ENSG00000049860"	"ENSG00000107798"	"m1300"
"ENSG00000049860"	"ENSG00000170835"	"m1300"
"ENSG00000137563"	"ENSG00000117594"	"m1302"
"ENSG00000137563"	"ENSG00000179142"	"m1302"
"ENSG00000137563"	"ENSG00000160870"	"m1302"
"ENSG00000137563"	"ENSG00000282301"	"m1302"
"ENSG00000137563"	"ENSG00000101846"	"m1302"
"ENSG00000072778"	"ENSG00000143149"	"m1306"
"ENSG00000006534"	"ENSG00000072210"	"m1307"
"ENSG00000006534"	"ENSG00000111275"	"m1307"
"ENSG00000006534"	"ENSG00000137124"	"m1307"
"ENSG00000006534"	"ENSG00000143149"	"m1307"
"ENSG00000006534"	"ENSG00000164904"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000072210"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000111275"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000137124"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000143149"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000164904"	"m1307"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000072778"	"m1309"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000115361"	"m1309"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000117054"	"m1309"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000177646"	"m1309"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1310"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000006534"	"m1310"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000108602"	"m1310"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000132746"	"m1310"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000184254"	"m1310"
"ENSG00000143149"	"ENSG00000103064"	"m1312"
"ENSG00000143149"	"ENSG00000103257"	"m1312"
"ENSG00000072041"	"ENSG00000174358"	"m1314"
"ENSG00000072041"	"ENSG00000268104"	"m1314"
"ENSG00000107798"	"ENSG00000107798"	"m1321"
"ENSG00000107798"	"ENSG00000170835"	"m1321"
"ENSG00000131979"	"ENSG00000163541 and ENSG00000172340"	"m1330"
"ENSG00000131979"	"ENSG00000136143 and ENSG00000163541"	"m1330"
"ENSG00000068366"	"ENSG00000132958"	"m1331"
"ENSG00000068366"	"ENSG00000171862"	"m1331"
"ENSG00000103064"	"ENSG00000068366"	"m1333"
"ENSG00000103064"	"ENSG00000103740"	"m1333"
"ENSG00000103064"	"ENSG00000123983"	"m1333"
"ENSG00000103064"	"ENSG00000130377"	"m1333"
"ENSG00000103064"	"ENSG00000140284"	"m1333"
"ENSG00000103064"	"ENSG00000151726"	"m1333"
"ENSG00000103064"	"ENSG00000164398"	"m1333"
"ENSG00000103064"	"ENSG00000197142"	"m1333"
"ENSG00000103064"	"ENSG00000239642"	"m1333"
"ENSG00000132958"	"ENSG00000068366"	"m1333"
"ENSG00000132958"	"ENSG00000103740"	"m1333"
"ENSG00000132958"	"ENSG00000123983"	"m1333"
"ENSG00000132958"	"ENSG00000130377"	"m1333"
"ENSG00000132958"	"ENSG00000140284"	"m1333"
"ENSG00000132958"	"ENSG00000151726"	"m1333"
"ENSG00000132958"	"ENSG00000164398"	"m1333"
"ENSG00000132958"	"ENSG00000197142"	"m1333"
"ENSG00000132958"	"ENSG00000239642"	"m1333"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1338"
"ENSG00000117054"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1339"
"ENSG00000103257"	"ENSG00000103257"	"m1342"
"ENSG00000110195"	"ENSG00000103257"	"m1344"
"ENSG00000110195"	"ENSG00000006534"	"m1344"
"ENSG00000110195"	"ENSG00000108602"	"m1344"
"ENSG00000110195"	"ENSG00000132746"	"m1344"
"ENSG00000110195"	"ENSG00000184254"	"m1344"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"m1345"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000117054"	"m1346"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000177646"	"m1346"
"ENSG00000085662"	"ENSG00000104524"	"m1348"
"ENSG00000085662"	"ENSG00000143811"	"m1348"
"ENSG00000085662"	"ENSG00000183010"	"m1348"
"ENSG00000085662"	"ENSG00000243709"	"m1348"
"ENSG00000006534"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"m1350"
"ENSG00000103064"	"ENSG00000084453"	"m1362"
"ENSG00000103064"	"ENSG00000101187"	"m1362"
"ENSG00000103064"	"ENSG00000111700"	"m1362"
"ENSG00000103064"	"ENSG00000134538"	"m1362"
"ENSG00000103064"	"ENSG00000139155"	"m1362"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000072778"	"m1367"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000115361"	"m1367"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000117054"	"m1367"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000177646"	"m1367"
"ENSG00000129596"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1368"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000103257"	"m1372"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000196177"	"m1373"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000129596"	"m1375"
"ENSG00000135069"	"ENSG00000124767"	"m1377"
"ENSG00000135069"	"ENSG00000167699"	"m1377"
"ENSG00000117054"	"ENSG00000103257 and ENSG00000168003"	"m1382"
"ENSG00000103257 and ENSG00000168003"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1383"
"ENSG00000072778"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1383"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"m1384"
"ENSG00000150540"	"ENSG00000110195"	"m1385"
"ENSG00000150540"	"ENSG00000110203"	"m1385"
"ENSG00000176974"	"ENSG00000135069"	"m1389"
"ENSG00000085662"	"ENSG00000091483"	"m1391"
"ENSG00000136877"	"ENSG00000021461"	"m1398"
"ENSG00000136877"	"ENSG00000100197"	"m1398"
"ENSG00000136877"	"ENSG00000106258"	"m1398"
"ENSG00000136877"	"ENSG00000108242"	"m1398"
"ENSG00000136877"	"ENSG00000130649"	"m1398"
"ENSG00000136877"	"ENSG00000134716"	"m1398"
"ENSG00000136877"	"ENSG00000137869"	"m1398"
"ENSG00000136877"	"ENSG00000138061"	"m1398"
"ENSG00000136877"	"ENSG00000138109"	"m1398"
"ENSG00000136877"	"ENSG00000138115"	"m1398"
"ENSG00000136877"	"ENSG00000140465"	"m1398"
"ENSG00000136877"	"ENSG00000140505"	"m1398"
"ENSG00000136877"	"ENSG00000142973"	"m1398"
"ENSG00000136877"	"ENSG00000155016"	"m1398"
"ENSG00000136877"	"ENSG00000160868"	"m1398"
"ENSG00000136877"	"ENSG00000160870"	"m1398"
"ENSG00000136877"	"ENSG00000167600"	"m1398"
"ENSG00000136877"	"ENSG00000171903"	"m1398"
"ENSG00000136877"	"ENSG00000186160"	"m1398"
"ENSG00000136877"	"ENSG00000186204"	"m1398"
"ENSG00000136877"	"ENSG00000186377"	"m1398"
"ENSG00000136877"	"ENSG00000186526"	"m1398"
"ENSG00000136877"	"ENSG00000197408"	"m1398"
"ENSG00000136877"	"ENSG00000197446"	"m1398"
"ENSG00000136877"	"ENSG00000197838"	"m1398"
"ENSG00000136877"	"ENSG00000198077"	"m1398"
"ENSG00000136877"	"ENSG00000255974"	"m1398"
"ENSG00000136877"	"ENSG00000282301"	"m1398"
"ENSG00000136877"	"ENSG00000137563"	"m1398"
"ENSG00000136877"	"ENSG00000165841"	"m1398"
"ENSG00000136877"	"ENSG00000135226"	"m1398"
"ENSG00000136877"	"ENSG00000171234"	"m1398"
"ENSG00000136877"	"ENSG00000197888"	"m1398"
"ENSG00000136877"	"ENSG00000241635"	"m1398"
"ENSG00000136877"	"ENSG00000242366"	"m1398"
"ENSG00000136877"	"ENSG00000242515"	"m1398"
"ENSG00000137563"	"ENSG00000021461"	"m1398"
"ENSG00000137563"	"ENSG00000100197"	"m1398"
"ENSG00000137563"	"ENSG00000106258"	"m1398"
"ENSG00000137563"	"ENSG00000108242"	"m1398"
"ENSG00000137563"	"ENSG00000130649"	"m1398"
"ENSG00000137563"	"ENSG00000134716"	"m1398"
"ENSG00000137563"	"ENSG00000137869"	"m1398"
"ENSG00000137563"	"ENSG00000138061"	"m1398"
"ENSG00000137563"	"ENSG00000138109"	"m1398"
"ENSG00000137563"	"ENSG00000138115"	"m1398"
"ENSG00000137563"	"ENSG00000140465"	"m1398"
"ENSG00000137563"	"ENSG00000140505"	"m1398"
"ENSG00000137563"	"ENSG00000142973"	"m1398"
"ENSG00000137563"	"ENSG00000155016"	"m1398"
"ENSG00000137563"	"ENSG00000160868"	"m1398"
"ENSG00000137563"	"ENSG00000167600"	"m1398"
"ENSG00000137563"	"ENSG00000171903"	"m1398"
"ENSG00000137563"	"ENSG00000186160"	"m1398"
"ENSG00000137563"	"ENSG00000186204"	"m1398"
"ENSG00000137563"	"ENSG00000186377"	"m1398"
"ENSG00000137563"	"ENSG00000186526"	"m1398"
"ENSG00000137563"	"ENSG00000197408"	"m1398"
"ENSG00000137563"	"ENSG00000197446"	"m1398"
"ENSG00000137563"	"ENSG00000197838"	"m1398"
"ENSG00000137563"	"ENSG00000198077"	"m1398"
"ENSG00000137563"	"ENSG00000255974"	"m1398"
"ENSG00000137563"	"ENSG00000165841"	"m1398"
"ENSG00000086062"	"ENSG00000076351"	"m140"
"ENSG00000151348 and ENSG00000182197"	"ENSG00000076351"	"m140"
"ENSG00000124713"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1406"
"ENSG00000059573"	"ENSG00000070669"	"m1408"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1412"
"ENSG00000117054"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1414"
"ENSG00000125166"	"ENSG00000176974"	"m1418"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"m1420"
"ENSG00000092068 and ENSG00000168003"	"ENSG00000103257"	"m1421"
"ENSG00000109576"	"ENSG00000092068 and ENSG00000168003"	"m1422"
"ENSG00000109576"	"ENSG00000103257"	"m1422"
"ENSG00000103257"	"ENSG00000100033"	"m1423"
"ENSG00000103257"	"ENSG00000250799"	"m1423"
"ENSG00000131471"	"ENSG00000103257"	"m1427"
"ENSG00000103257"	"ENSG00000125166"	"m1428"
"ENSG00000197446"	"ENSG00000100156"	"m1433"
"ENSG00000197446"	"ENSG00000108932"	"m1433"
"ENSG00000197446"	"ENSG00000118596"	"m1433"
"ENSG00000197446"	"ENSG00000141526"	"m1433"
"ENSG00000197446"	"ENSG00000155380"	"m1433"
"ENSG00000197446"	"ENSG00000168679"	"m1433"
"ENSG00000197446"	"ENSG00000170190"	"m1433"
"ENSG00000197446"	"ENSG00000134538"	"m1433"
"ENSG00000197446"	"ENSG00000130066"	"m1433"
"ENSG00000197446"	"ENSG00000141504"	"m1433"
"ENSG00000197446"	"ENSG00000100462 and ENSG00000126457"	"m1433"
"ENSG00000197446"	"ENSG00000010165"	"m1433"
"ENSG00000197446"	"ENSG00000029639"	"m1433"
"ENSG00000197446"	"ENSG00000059588"	"m1433"
"ENSG00000197446"	"ENSG00000066651"	"m1433"
"ENSG00000197446"	"ENSG00000067365"	"m1433"
"ENSG00000197446"	"ENSG00000068438"	"m1433"
"ENSG00000197446"	"ENSG00000071462"	"m1433"
"ENSG00000197446"	"ENSG00000087995"	"m1433"
"ENSG00000197446"	"ENSG00000100483"	"m1433"
"ENSG00000197446"	"ENSG00000101247"	"m1433"
"ENSG00000197446"	"ENSG00000101574"	"m1433"
"ENSG00000197446"	"ENSG00000103037"	"m1433"
"ENSG00000197446"	"ENSG00000105202"	"m1433"
"ENSG00000197446"	"ENSG00000108592"	"m1433"
"ENSG00000197446"	"ENSG00000110871"	"m1433"
"ENSG00000197446"	"ENSG00000111218"	"m1433"
"ENSG00000197446"	"ENSG00000111641"	"m1433"
"ENSG00000197446"	"ENSG00000114735"	"m1433"
"ENSG00000197446"	"ENSG00000117481"	"m1433"
"ENSG00000197446"	"ENSG00000122435"	"m1433"
"ENSG00000197446"	"ENSG00000122687"	"m1433"
"ENSG00000197446"	"ENSG00000123427"	"m1433"
"ENSG00000197446"	"ENSG00000123600"	"m1433"
"ENSG00000197446"	"ENSG00000126749"	"m1433"
"ENSG00000197446"	"ENSG00000127804"	"m1433"
"ENSG00000197446"	"ENSG00000130305"	"m1433"
"ENSG00000197446"	"ENSG00000132275"	"m1433"
"ENSG00000197446"	"ENSG00000132600"	"m1433"
"ENSG00000197446"	"ENSG00000137574"	"m1433"
"ENSG00000197446"	"ENSG00000137760"	"m1433"
"ENSG00000197446"	"ENSG00000138382"	"m1433"
"ENSG00000197446"	"ENSG00000139160"	"m1433"
"ENSG00000197446"	"ENSG00000139780"	"m1433"
"ENSG00000197446"	"ENSG00000142453"	"m1433"
"ENSG00000197446"	"ENSG00000143499"	"m1433"
"ENSG00000197446"	"ENSG00000144401"	"m1433"
"ENSG00000197446"	"ENSG00000145194"	"m1433"
"ENSG00000197446"	"ENSG00000145331"	"m1433"
"ENSG00000197446"	"ENSG00000145388"	"m1433"
"ENSG00000197446"	"ENSG00000146834"	"m1433"
"ENSG00000197446"	"ENSG00000150456"	"m1433"
"ENSG00000197446"	"ENSG00000156239"	"m1433"
"ENSG00000197446"	"ENSG00000160310"	"m1433"
"ENSG00000197446"	"ENSG00000162623"	"m1433"
"ENSG00000197446"	"ENSG00000162851"	"m1433"
"ENSG00000197446"	"ENSG00000164169"	"m1433"
"ENSG00000197446"	"ENSG00000165055"	"m1433"
"ENSG00000197446"	"ENSG00000165275"	"m1433"
"ENSG00000197446"	"ENSG00000165644"	"m1433"
"ENSG00000197446"	"ENSG00000165792"	"m1433"
"ENSG00000197446"	"ENSG00000168806"	"m1433"
"ENSG00000197446"	"ENSG00000169519"	"m1433"
"ENSG00000197446"	"ENSG00000170439"	"m1433"
"ENSG00000197446"	"ENSG00000171806"	"m1433"
"ENSG00000197446"	"ENSG00000171861"	"m1433"
"ENSG00000197446"	"ENSG00000174173"	"m1433"
"ENSG00000197446"	"ENSG00000178694"	"m1433"
"ENSG00000197446"	"ENSG00000179299"	"m1433"
"ENSG00000197446"	"ENSG00000180917"	"m1433"
"ENSG00000197446"	"ENSG00000181038"	"m1433"
"ENSG00000197446"	"ENSG00000181090"	"m1433"
"ENSG00000197446"	"ENSG00000183955"	"m1433"
"ENSG00000197446"	"ENSG00000185238"	"m1433"
"ENSG00000197446"	"ENSG00000185432"	"m1433"
"ENSG00000197446"	"ENSG00000186666"	"m1433"
"ENSG00000197446"	"ENSG00000188573"	"m1433"
"ENSG00000197446"	"ENSG00000198890"	"m1433"
"ENSG00000197446"	"ENSG00000203791"	"m1433"
"ENSG00000197446"	"ENSG00000204371"	"m1433"
"ENSG00000197446"	"ENSG00000205629"	"m1433"
"ENSG00000197446"	"ENSG00000206562"	"m1433"
"ENSG00000197446"	"ENSG00000214756"	"m1433"
"ENSG00000197446"	"ENSG00000241058"	"m1433"
"ENSG00000197446"	"ENSG00000250305"	"m1433"
"ENSG00000197446"	"ENSG00000278619"	"m1433"
"ENSG00000197446"	"ENSG00000104524"	"m1433"
"ENSG00000197446"	"ENSG00000143811"	"m1433"
"ENSG00000197446"	"ENSG00000183010"	"m1433"
"ENSG00000197446"	"ENSG00000243709"	"m1433"
"ENSG00000174640"	"ENSG00000100156"	"m1433"
"ENSG00000174640"	"ENSG00000108932"	"m1433"
"ENSG00000174640"	"ENSG00000118596"	"m1433"
"ENSG00000174640"	"ENSG00000141526"	"m1433"
"ENSG00000174640"	"ENSG00000155380"	"m1433"
"ENSG00000174640"	"ENSG00000168679"	"m1433"
"ENSG00000174640"	"ENSG00000170190"	"m1433"
"ENSG00000174640"	"ENSG00000134538"	"m1433"
"ENSG00000174640"	"ENSG00000130066"	"m1433"
"ENSG00000174640"	"ENSG00000141504"	"m1433"
"ENSG00000174640"	"ENSG00000100462 and ENSG00000126457"	"m1433"
"ENSG00000174640"	"ENSG00000010165"	"m1433"
"ENSG00000174640"	"ENSG00000029639"	"m1433"
"ENSG00000174640"	"ENSG00000059588"	"m1433"
"ENSG00000174640"	"ENSG00000066651"	"m1433"
"ENSG00000174640"	"ENSG00000067365"	"m1433"
"ENSG00000174640"	"ENSG00000068438"	"m1433"
"ENSG00000174640"	"ENSG00000071462"	"m1433"
"ENSG00000174640"	"ENSG00000087995"	"m1433"
"ENSG00000174640"	"ENSG00000100483"	"m1433"
"ENSG00000174640"	"ENSG00000101247"	"m1433"
"ENSG00000174640"	"ENSG00000101574"	"m1433"
"ENSG00000174640"	"ENSG00000103037"	"m1433"
"ENSG00000174640"	"ENSG00000105202"	"m1433"
"ENSG00000174640"	"ENSG00000108592"	"m1433"
"ENSG00000174640"	"ENSG00000110871"	"m1433"
"ENSG00000174640"	"ENSG00000111218"	"m1433"
"ENSG00000174640"	"ENSG00000111641"	"m1433"
"ENSG00000174640"	"ENSG00000114735"	"m1433"
"ENSG00000174640"	"ENSG00000117481"	"m1433"
"ENSG00000174640"	"ENSG00000122435"	"m1433"
"ENSG00000174640"	"ENSG00000122687"	"m1433"
"ENSG00000174640"	"ENSG00000123427"	"m1433"
"ENSG00000174640"	"ENSG00000123600"	"m1433"
"ENSG00000174640"	"ENSG00000126749"	"m1433"
"ENSG00000174640"	"ENSG00000127804"	"m1433"
"ENSG00000174640"	"ENSG00000130305"	"m1433"
"ENSG00000174640"	"ENSG00000132275"	"m1433"
"ENSG00000174640"	"ENSG00000132600"	"m1433"
"ENSG00000174640"	"ENSG00000137574"	"m1433"
"ENSG00000174640"	"ENSG00000137760"	"m1433"
"ENSG00000174640"	"ENSG00000138382"	"m1433"
"ENSG00000174640"	"ENSG00000139160"	"m1433"
"ENSG00000174640"	"ENSG00000139780"	"m1433"
"ENSG00000174640"	"ENSG00000142453"	"m1433"
"ENSG00000174640"	"ENSG00000143499"	"m1433"
"ENSG00000174640"	"ENSG00000144401"	"m1433"
"ENSG00000174640"	"ENSG00000145194"	"m1433"
"ENSG00000174640"	"ENSG00000145331"	"m1433"
"ENSG00000174640"	"ENSG00000145388"	"m1433"
"ENSG00000174640"	"ENSG00000146834"	"m1433"
"ENSG00000174640"	"ENSG00000150456"	"m1433"
"ENSG00000174640"	"ENSG00000156239"	"m1433"
"ENSG00000174640"	"ENSG00000160310"	"m1433"
"ENSG00000174640"	"ENSG00000162623"	"m1433"
"ENSG00000174640"	"ENSG00000162851"	"m1433"
"ENSG00000174640"	"ENSG00000164169"	"m1433"
"ENSG00000174640"	"ENSG00000165055"	"m1433"
"ENSG00000174640"	"ENSG00000165275"	"m1433"
"ENSG00000174640"	"ENSG00000165644"	"m1433"
"ENSG00000174640"	"ENSG00000165792"	"m1433"
"ENSG00000174640"	"ENSG00000168806"	"m1433"
"ENSG00000174640"	"ENSG00000169519"	"m1433"
"ENSG00000174640"	"ENSG00000170439"	"m1433"
"ENSG00000174640"	"ENSG00000171806"	"m1433"
"ENSG00000174640"	"ENSG00000171861"	"m1433"
"ENSG00000174640"	"ENSG00000174173"	"m1433"
"ENSG00000174640"	"ENSG00000178694"	"m1433"
"ENSG00000174640"	"ENSG00000179299"	"m1433"
"ENSG00000174640"	"ENSG00000180917"	"m1433"
"ENSG00000174640"	"ENSG00000181038"	"m1433"
"ENSG00000174640"	"ENSG00000181090"	"m1433"
"ENSG00000174640"	"ENSG00000183955"	"m1433"
"ENSG00000174640"	"ENSG00000185238"	"m1433"
"ENSG00000174640"	"ENSG00000185432"	"m1433"
"ENSG00000174640"	"ENSG00000186666"	"m1433"
"ENSG00000174640"	"ENSG00000188573"	"m1433"
"ENSG00000174640"	"ENSG00000198890"	"m1433"
"ENSG00000174640"	"ENSG00000203791"	"m1433"
"ENSG00000174640"	"ENSG00000204371"	"m1433"
"ENSG00000174640"	"ENSG00000205629"	"m1433"
"ENSG00000174640"	"ENSG00000206562"	"m1433"
"ENSG00000174640"	"ENSG00000214756"	"m1433"
"ENSG00000174640"	"ENSG00000241058"	"m1433"
"ENSG00000174640"	"ENSG00000250305"	"m1433"
"ENSG00000174640"	"ENSG00000278619"	"m1433"
"ENSG00000100156"	"ENSG00000068366"	"m1436"
"ENSG00000100156"	"ENSG00000103740"	"m1436"
"ENSG00000100156"	"ENSG00000123983"	"m1436"
"ENSG00000100156"	"ENSG00000130377"	"m1436"
"ENSG00000100156"	"ENSG00000140284"	"m1436"
"ENSG00000100156"	"ENSG00000151726"	"m1436"
"ENSG00000100156"	"ENSG00000164398"	"m1436"
"ENSG00000100156"	"ENSG00000197142"	"m1436"
"ENSG00000100156"	"ENSG00000239642"	"m1436"
"ENSG00000103064"	"ENSG00000013375"	"m1444"
"ENSG00000103064"	"ENSG00000196839"	"m1445"
"ENSG00000162066"	"ENSG00000014257"	"m1446"
"ENSG00000162066"	"ENSG00000076685"	"m1446"
"ENSG00000162066"	"ENSG00000116981"	"m1446"
"ENSG00000162066"	"ENSG00000122643"	"m1446"
